vote20jb,apppres5,taxecon,billtax,trade2,trade4,richpoor2,immignum,refugees,dreamer,wall5,pathway,famsep,freecol,diversity5,gw1,gw2,prek,science,rr2,age,gender,educ,marstat,race,employ,faminc_new,ideology,party_id,vote16post,religpew,region,pk_cjus_correct,pk_germ_correct,pk_sen,pk_spend,compl_data$weight,ability
2,0,7,4,2,2,1,2,1,2,0,1,5,2,1,1,1,1,5,1,61,0,post_grad,widowed,white,full_time,6,liberal,democrat,clinton,christian,midwest,1,1,0,1,0.979980260428487,0.3765651044139333
1,1,1,7,1,1,5,4,1,2,1,2,5,7,1,4,1,2,3,4,61,1,some_college,married,white,retired,2,very conservative,republican,trump,christian,northeast,1,0,0,0,1.01608286122794,-0.1442940187936165
2,0,5,1,3,2,1,3,1,2,0,1,5,1,1,1,1,1,5,2,71,0,four_yr_college,widowed,white,retired,7,very_liberal,democrat,other,no_rel,midwest,1,1,1,1,0.569975161366073,0.9023112506587095
2,0,7,2,5,2,1,2,1,2,0,1,5,4,1,1,1,1,5,1,46,0,four_yr_college,married,other_race,full_time,9,liberal,independent,clinton,no_rel,west,1,1,1,0,0.807248896545865,0.9023112506587095
1,0,1,4,2,2,3,7,4,1,1,4,3,4,0,2,1,1,3,5,43,1,four_yr_college,married,white,full_time,5,conservative,independent,trump,no_rel,west,1,1,1,1,1.21015887656044,0.9023112506587095
2,0,7,1,3,2,1,1,2,2,0,1,3,7,1,1,1,1,5,1,57,0,some_college,married,white,unemployed,3,conservative,democrat,no_vote,no_rel,northeast,0,0,0,0,0.91774449889729,-1.0952751615565093
1,1,1,7,5,1,5,4,3,2,1,5,3,7,0,2,3,3,2,3,71,1,high_school,married,white,full_time,8,conservative,republican,trump,christian,northeast,1,1,1,1,0.971402016649825,0.9023112506587095
4,0,4,4,3,3,3,4,4,2,0,3,3,4,0,3,3,4,3,3,23,0,four_yr_college,never_married,white,full_time,2,liberal,republican,no_vote,no_rel,west,0,0,1,0,1.14423143123507,-0.6196132327347812
1,1,3,7,2,2,4,5,3,2,1,5,3,7,0,5,5,7,3,4,30,0,four_yr_college,married,white,part_time,8,very conservative,republican,other,christian,midwest,1,0,1,1,0.756314517393667,0.0695224553430114
4,0,6,5,4,5,4,6,6,2,0,2,3,5,0,3,3,4,4,3,34,0,post_grad,divorced,white,other_empl,4,moderate,republican,no_vote,christian,south,0,1,1,0,1.02836319189494,-0.11351814869798042
1,0,4,4,3,3,3,4,5,1,1,2,5,4,0,2,2,4,3,3,52,0,some_college,married,hispanic,part_time,6,moderate,republican,no_vote,christian,west,0,0,0,0,0.674152199119108,-1.0952751615565093
1,1,3,2,2,2,1,2,3,1,0,2,3,6,1,1,2,2,3,2,31,0,four_yr_college,separated,native_american,unemployed,1,conservative,republican,no_vote,muslim,south,0,0,0,0,0.702921453765476,-1.0952751615565093
1,1,3,2,2,2,3,5,7,1,1,3,3,5,1,2,2,6,3,4,61,0,four_yr_college,widowed,asian,full_time,10,conservative,independent,no_vote,no_rel,west,0,0,1,1,0.718082216782742,-0.6196132327347812
2,0,7,1,3,1,4,4,1,2,0,2,5,1,1,1,1,1,5,2,62,1,four_yr_college,married,white,retired,10,liberal,democrat,clinton,christian,midwest,0,1,0,1,1.18015681611182,-0.3254948128884364
1,1,4,4,3,2,2,7,7,1,1,5,4,7,0,1,1,3,3,2,59,0,two_yr_college,divorced,white,unemployed,7,moderate,republican,trump,christian,west,1,1,1,0,0.988390838054461,0.9023112506587095
2,0,7,1,4,1,1,2,1,2,0,1,5,2,1,1,1,1,5,2,64,0,four_yr_college,married,white,part_time,6,liberal,democrat,clinton,christian,west,1,1,1,0,1.0029772835284,0.9023112506587095
2,0,7,2,3,2,2,2,1,2,0,1,5,4,1,1,1,1,5,1,60,0,post_grad,never_married,white,full_time,16,moderate,democrat,clinton,christian,west,1,1,1,0,0.87396232980565,0.9023112506587095
1,1,4,1,3,3,2,6,2,2,0,3,4,4,0,1,1,4,1,3,56,1,post_grad,married,black,retired,1,very conservative,independent,trump,no_rel,west,0,0,0,0,0.786126420575161,-1.0952751615565093
1,1,1,3,2,1,2,6,3,2,1,4,4,7,0,2,1,6,3,4,83,0,high_school,married,white,retired,10,conservative,republican,trump,christian,south,1,1,1,0,0.954396916008379,0.9023112506587095
2,0,5,7,4,1,3,5,3,2,1,2,5,3,1,1,1,1,3,1,66,0,two_yr_college,divorced,black,retired,4,liberal,democrat,clinton,christian,south,1,0,0,0,1.07311171719203,-0.1442940187936165
1,0,3,7,4,4,5,3,6,1,0,5,4,7,0,5,5,5,1,5,66,1,four_yr_college,married,white,full_time,6,very conservative,republican,trump,christian,south,1,1,1,0,0.904529295661614,0.9023112506587095
3,0,7,1,4,1,1,1,1,2,0,1,5,1,1,1,1,1,5,1,37,1,post_grad,never_married,white,part_time,3,very_liberal,democrat,other,no_rel,south,0,1,0,0,0.439926631358342,-0.3254948128884364
2,0,4,3,3,1,1,2,1,2,0,1,5,2,1,1,1,1,4,2,63,0,high_school,married,white,retired,11,very_liberal,democrat,clinton,mormon,west,1,1,1,0,1.14335364316539,0.9023112506587095
1,1,1,3,3,1,4,6,3,2,1,1,5,7,1,4,1,4,3,5,55,1,post_grad,married,white,full_time,11,very conservative,republican,other,mormon,west,1,0,1,0,0.747853057140084,0.0695224553430114
1,1,1,6,4,2,5,4,3,2,1,5,3,7,1,4,4,2,2,5,58,0,post_grad,divorced,native_american,full_time,10,moderate,republican,trump,christian,south,1,1,1,1,0.815075251184699,0.9023112506587095
4,0,1,7,1,1,5,6,6,2,0,3,4,7,0,5,5,7,3,4,57,1,four_yr_college,married,white,full_time,10,moderate,independent,no_vote,other_rel,south,1,1,1,0,1.04979966685739,0.9023112506587095
2,1,6,7,2,2,1,4,1,2,0,1,5,1,1,1,1,4,5,1,60,0,some_college,divorced,hispanic,full_time,2,liberal,democrat,clinton,christian,midwest,1,0,1,0,0.757863941097319,0.0695224553430114
1,1,4,2,3,2,2,6,2,2,1,2,5,5,1,2,2,1,2,5,66,0,high_school,married,white,retired,8,conservative,republican,trump,christian,midwest,0,0,0,0,0.929783697332345,-1.0952751615565093
2,0,4,7,3,2,5,3,1,2,0,1,5,5,0,1,1,6,5,5,56,1,high_school,married,white,full_time,7,moderate,democrat,clinton,no_rel,south,1,1,1,1,0.878855634357939,0.9023112506587095
1,1,1,7,3,3,5,5,5,2,1,4,4,7,0,5,5,5,2,4,55,0,four_yr_college,married,asian,full_time,6,conservative,republican,other,no_rel,south,0,1,1,1,0.453202093558795,-0.11351814869798042
1,1,2,7,2,2,4,4,5,2,1,2,3,5,0,3,2,4,3,2,66,1,post_grad,divorced,white,part_time,1,liberal,independent,other,christian,midwest,1,1,1,1,0.559229214179699,0.9023112506587095
1,0,4,4,2,2,1,4,4,2,1,3,3,4,0,3,3,4,3,5,51,1,high_school,married,white,retired,4,moderate,republican,trump,christian,midwest,0,1,0,0,0.792508744423736,-0.3254948128884364
2,0,4,4,3,3,3,4,4,2,0,1,5,7,0,1,3,7,5,5,41,0,post_grad,married,asian,full_time,8,conservative,republican,clinton,christian,west,1,0,1,0,1.17342994557908,0.0695224553430114
1,1,1,7,2,1,5,4,5,1,1,4,1,7,1,5,5,7,3,5,72,1,high_school,divorced,white,retired,1,conservative,republican,trump,christian,south,1,0,1,0,0.95759686847177,0.0695224553430114
2,0,4,1,3,2,2,4,3,2,0,2,5,4,1,1,2,6,2,3,74,0,high_school,divorced,white,retired,2,moderate,democrat,clinton,christian,west,1,1,0,0,0.984520079262263,0.3765651044139333
1,1,1,6,3,2,5,4,5,1,1,2,4,7,0,5,4,4,3,3,73,1,high_school,married,white,retired,5,conservative,republican,trump,christian,west,1,0,1,1,0.932901125294228,0.0695224553430114
1,1,1,7,3,1,5,7,7,1,0,5,3,7,0,3,3,7,3,4,67,1,post_grad,married,white,retired,11,very conservative,independent,trump,christian,northeast,1,1,1,1,0.862853007457012,0.9023112506587095
2,0,7,1,3,2,2,1,1,2,0,1,5,1,1,1,1,1,5,1,55,0,four_yr_college,divorced,white,disabled,2,very_liberal,democrat,clinton,no_rel,midwest,1,1,1,0,1.0029772835284,0.9023112506587095
1,1,1,7,5,4,4,7,6,1,1,5,1,7,0,4,3,5,2,5,62,1,high_school,married,white,retired,4,very conservative,republican,trump,no_rel,south,1,1,1,1,0.847649185791497,0.9023112506587095
3,0,1,7,3,2,5,2,1,2,1,1,3,6,1,3,3,7,3,4,40,0,four_yr_college,married,native_american,other_empl,6,conservative,republican,other,christian,west,1,1,1,1,0.443633705178203,0.9023112506587095
1,1,1,4,1,1,4,7,7,1,1,5,1,7,0,5,5,7,1,5,59,0,two_yr_college,married,white,disabled,3,very conservative,republican,trump,christian,south,1,0,1,0,0.893689163744461,0.0695224553430114
1,1,1,7,2,1,5,7,3,1,1,5,5,7,1,5,5,7,3,5,66,1,four_yr_college,married,white,retired,11,very conservative,republican,trump,christian,northeast,1,1,1,0,0.904529295661614,0.9023112506587095
1,1,3,3,3,3,3,7,4,2,1,3,5,7,0,5,3,3,2,1,32,0,two_yr_college,never_married,white,full_time,3,very conservative,republican,trump,christian,south,0,1,0,1,0.893589700618372,-0.3254948128884364
2,0,5,2,4,2,5,6,3,2,1,2,5,6,0,1,3,5,3,5,65,0,high_school,widowed,white,retired,2,moderate,republican,trump,christian,west,0,0,0,0,1.07978658850445,-1.0952751615565093
1,1,1,7,2,2,5,4,4,1,1,2,3,7,0,4,3,6,2,4,73,0,two_yr_college,widowed,white,retired,6,conservative,republican,trump,mormon,south,1,1,1,0,0.964187113748541,0.9023112506587095
3,0,5,4,3,3,4,2,1,2,0,2,5,3,1,1,1,3,2,2,80,1,high_school,divorced,white,retired,9,moderate,democrat,clinton,no_rel,west,1,1,1,0,1.02858846973928,0.9023112506587095
2,0,7,1,4,2,1,6,5,1,0,2,4,2,0,1,1,2,3,1,59,0,some_college,separated,black,full_time,8,conservative,democrat,no_vote,no_rel,midwest,0,0,0,0,0.858117718526498,-1.0952751615565093
1,1,4,4,2,2,3,4,3,2,1,2,4,4,0,3,2,4,2,4,47,0,some_college,divorced,white,full_time,6,conservative,republican,trump,christian,south,0,0,0,0,0.893689163744461,-1.0952751615565093
1,1,1,7,2,2,5,2,4,1,1,4,3,7,0,4,3,5,2,4,60,1,four_yr_college,divorced,mixed,full_time,10,conservative,republican,trump,no_rel,midwest,1,1,1,1,0.663904537696459,0.9023112506587095
2,0,4,1,3,2,1,1,1,2,0,1,5,1,1,1,1,1,5,1,29,1,four_yr_college,never_married,white,part_time,8,very_liberal,democrat,other,no_rel,west,1,1,1,0,0.610471351799231,0.9023112506587095
1,1,1,5,3,4,4,4,4,1,1,4,5,7,0,3,3,3,5,2,65,0,some_college,married,mixed,full_time,9,conservative,republican,trump,christian,midwest,1,1,1,0,0.722049599627118,0.9023112506587095
2,0,2,5,4,4,3,4,3,2,0,2,5,5,1,2,1,2,2,2,77,1,high_school,married,white,retired,8,moderate,democrat,clinton,christian,south,0,1,0,1,0.930035299768574,-0.3254948128884364
2,1,4,3,3,3,2,2,3,2,1,2,3,4,0,3,1,3,3,1,54,1,two_yr_college,married,white,unemployed,5,liberal,democrat,other,muslim,midwest,1,1,0,0,0.538680941049172,0.3765651044139333
2,0,6,3,3,2,4,1,1,2,0,1,5,1,1,1,1,1,5,1,61,0,four_yr_college,married,white,disabled,7,very_liberal,democrat,clinton,muslim,west,1,1,0,0,1.0029772835284,0.3765651044139333
2,0,4,1,4,1,2,1,1,2,0,1,5,2,1,1,1,1,4,2,72,0,two_yr_college,divorced,white,retired,3,very_liberal,democrat,clinton,no_rel,west,1,1,1,0,0.994619280227256,0.9023112506587095
1,1,4,4,3,4,4,6,4,1,0,3,3,4,0,3,3,4,2,3,37,1,high_school,never_married,white,retired,1,very_liberal,independent,no_vote,no_rel,northeast,0,0,0,0,1.14563564048251,-1.0952751615565093
2,0,5,1,4,2,1,3,2,2,0,1,5,1,1,2,2,3,4,2,42,0,four_yr_college,married,white,full_time,9,very_liberal,democrat,clinton,no_rel,midwest,0,0,1,0,1.08295150660022,-0.6196132327347812
1,1,2,7,3,2,5,7,7,1,1,5,1,7,0,5,5,7,3,5,58,1,some_college,never_married,white,full_time,4,very conservative,republican,trump,no_rel,south,1,1,1,0,0.820011188995185,0.9023112506587095
2,0,7,4,3,2,1,4,1,2,0,1,5,1,1,1,1,1,5,1,29,0,four_yr_college,married,white,full_time,8,very_liberal,democrat,no_vote,no_rel,west,0,1,1,0,1.14423143123507,-0.11351814869798042
1,1,4,4,2,2,4,7,7,1,1,4,3,7,0,3,2,3,2,3,52,0,four_yr_college,divorced,white,disabled,2,conservative,republican,trump,christian,west,1,0,1,0,0.947214736055136,0.0695224553430114
1,1,2,4,3,3,3,5,2,2,0,2,4,6,0,2,2,3,2,5,74,0,two_yr_college,married,white,retired,11,very conservative,republican,trump,christian,south,0,1,0,0,0.964187113748541,-0.3254948128884364
1,1,1,4,3,3,5,6,4,1,1,3,4,6,0,3,3,3,2,2,74,0,four_yr_college,married,white,retired,4,moderate,independent,trump,christian,south,1,1,1,0,1.00415246677689,0.9023112506587095
2,0,6,1,2,2,3,4,3,2,0,2,5,3,1,2,2,3,3,2,75,1,two_yr_college,married,white,retired,5,conservative,independent,trump,christian,midwest,0,0,0,0,0.928713753877035,-1.0952751615565093
1,1,1,7,2,2,5,5,3,2,1,4,3,7,0,4,5,5,3,4,60,1,four_yr_college,married,white,full_time,15,conservative,republican,trump,christian,west,1,1,1,1,1.11454361473121,0.9023112506587095
1,1,1,6,2,1,4,7,3,1,1,4,4,7,0,4,4,3,4,4,55,1,post_grad,married,white,unemployed,3,conservative,independent,trump,mormon,west,1,1,1,0,1.25802472009798,0.9023112506587095
2,0,6,3,4,1,3,2,1,2,0,1,5,2,1,1,1,1,4,2,51,1,four_yr_college,married,white,unemployed,8,moderate,independent,clinton,christian,west,1,1,1,1,1.1555758584603,0.9023112506587095
2,0,7,3,3,3,4,4,3,2,0,1,5,5,1,1,2,2,5,1,70,0,two_yr_college,widowed,white,retired,3,liberal,democrat,clinton,christian,midwest,1,1,1,1,0.994619280227256,0.9023112506587095
1,1,1,7,1,1,5,7,6,1,1,5,4,7,0,5,5,7,3,5,76,1,high_school,married,white,retired,9,very conservative,republican,trump,christian,midwest,1,1,1,0,0.971402016649825,0.9023112506587095
2,0,7,1,4,1,1,3,1,2,0,1,5,1,1,1,1,1,4,1,30,0,some_college,never_married,white,disabled,1,very_liberal,democrat,other,no_rel,midwest,1,1,0,0,0.608732494258821,0.3765651044139333
2,0,5,4,4,1,2,6,3,2,1,2,5,6,1,2,2,2,3,2,71,1,two_yr_college,separated,white,retired,2,conservative,independent,clinton,no_rel,northeast,0,0,0,0,0.98338714821771,-1.0952751615565093
4,0,4,5,3,3,3,5,1,2,0,2,4,4,0,3,3,4,3,4,39,0,four_yr_college,never_married,white,full_time,4,very_liberal,republican,no_vote,no_rel,west,0,0,0,0,0.919824332217843,-1.0952751615565093
1,1,1,7,1,1,5,5,6,1,1,3,3,7,0,5,4,7,2,5,70,1,high_school,married,white,retired,9,very conservative,republican,trump,christian,northeast,1,1,1,1,0.971402016649825,0.9023112506587095
1,1,4,1,2,2,2,6,5,1,1,1,4,7,0,2,2,3,3,4,65,0,high_school,married,white,retired,6,conservative,republican,trump,christian,midwest,1,1,0,1,0.87142212322185,0.3765651044139333
2,0,3,1,3,2,3,4,3,2,0,3,3,4,0,3,3,4,3,3,31,0,some_college,married,hispanic,full_time,9,very conservative,independent,clinton,christian,west,0,0,1,0,1.60129847576331,-0.6196132327347812
2,0,6,1,3,1,1,1,1,2,0,1,5,4,1,1,1,1,5,1,81,0,four_yr_college,widowed,white,retired,7,very_liberal,democrat,clinton,jewish,south,1,1,1,0,1.06326693941721,0.9023112506587095
2,0,7,2,5,5,1,5,2,2,0,2,5,2,1,1,2,1,3,1,56,0,two_yr_college,married,black,disabled,4,moderate,democrat,clinton,no_rel,south,1,0,0,0,0.884818557089412,-0.1442940187936165
2,0,7,4,2,2,2,4,4,2,0,3,5,5,1,1,2,4,4,3,77,0,some_college,divorced,white,retired,2,liberal,democrat,no_vote,mormon,west,1,0,1,1,0.884756139843003,0.0695224553430114
2,0,7,1,5,1,1,4,1,2,0,1,5,1,1,1,1,1,5,1,30,1,some_college,civil,hispanic,full_time,10,very_liberal,democrat,clinton,no_rel,northeast,1,1,1,0,1.6406790101056,0.9023112506587095
1,1,1,7,1,1,5,5,3,2,1,2,4,7,0,5,5,7,2,5,72,0,four_yr_college,divorced,white,retired,4,very conservative,republican,trump,christian,west,1,1,0,1,1.18805946759501,0.3765651044139333
3,0,3,2,3,1,2,4,2,2,0,2,5,1,1,1,1,1,4,4,59,0,four_yr_college,married,black,part_time,7,conservative,independent,other,no_rel,midwest,1,1,0,0,0.563769635626943,0.3765651044139333
4,0,3,2,3,2,2,4,2,2,0,2,5,5,1,2,2,5,3,4,48,1,four_yr_college,never_married,white,part_time,2,moderate,independent,no_vote,no_rel,northeast,0,0,1,0,1.02793385987199,-0.6196132327347812
1,1,1,7,2,2,5,5,6,2,1,5,3,7,0,5,3,5,1,5,47,0,four_yr_college,married,white,part_time,10,conservative,republican,trump,buddhist,south,1,1,1,0,0.967363517412414,0.9023112506587095
1,1,4,1,3,3,1,4,4,2,0,1,5,5,1,3,3,1,1,3,60,1,high_school,civil,white,full_time,3,moderate,republican,no_vote,no_rel,northeast,0,0,0,0,0.781779454703653,-1.0952751615565093
2,0,7,5,2,1,3,2,1,2,0,1,5,4,1,1,1,1,5,2,60,0,post_grad,divorced,white,retired,11,liberal,democrat,clinton,no_rel,south,1,1,1,0,0.790875241783554,0.9023112506587095
2,0,6,1,4,1,1,4,1,2,0,2,5,3,1,1,1,1,5,2,61,1,four_yr_college,married,white,full_time,9,moderate,democrat,clinton,no_rel,south,1,1,0,1,1.18015681611182,0.3765651044139333
2,0,5,5,2,2,3,2,1,2,0,1,5,6,1,2,1,1,4,2,56,1,two_yr_college,married,white,full_time,9,very_liberal,democrat,clinton,no_rel,midwest,1,1,0,0,0.959504824520009,0.3765651044139333
2,0,6,1,5,2,1,2,1,2,0,2,5,2,1,1,2,1,5,1,62,1,four_yr_college,married,white,disabled,10,conservative,democrat,clinton,christian,midwest,1,1,1,1,1.18015681611182,0.9023112506587095
2,0,6,4,1,1,1,1,1,2,0,1,5,7,1,1,1,1,5,2,53,1,post_grad,married,white,part_time,3,moderate,democrat,clinton,christian,northeast,1,1,1,1,1.33208465656936,0.9023112506587095
2,0,5,2,1,2,5,4,3,2,0,2,4,7,1,1,1,2,4,2,60,1,post_grad,married,white,full_time,12,moderate,democrat,clinton,no_rel,west,0,1,1,0,1.07503468935162,-0.11351814869798042
1,1,3,7,2,2,5,4,4,1,1,2,2,7,1,3,3,4,3,4,62,1,some_college,married,white,full_time,8,conservative,republican,trump,christian,south,1,1,1,1,0.820011188995185,0.9023112506587095
2,0,4,2,3,2,2,2,1,2,0,1,5,2,1,1,1,1,5,1,55,0,four_yr_college,married,white,full_time,13,moderate,republican,clinton,christian,northeast,1,1,0,1,1.0029772835284,0.3765651044139333
2,0,5,3,3,2,3,3,3,2,0,1,5,2,1,2,1,1,4,3,71,1,four_yr_college,never_married,white,part_time,4,moderate,democrat,clinton,jewish,south,1,1,1,1,1.00308125749712,0.9023112506587095
2,0,5,7,4,2,1,3,2,2,0,2,5,6,1,2,2,2,2,1,58,0,high_school,married,white,retired,9,moderate,democrat,clinton,no_rel,west,0,0,1,0,1.14335364316539,-0.6196132327347812
2,0,7,5,5,2,1,6,2,2,0,1,5,1,1,2,1,1,3,1,67,1,post_grad,civil,black,part_time,5,moderate,democrat,no_vote,christian,northeast,0,0,0,0,1.82382399779275,-1.0952751615565093
1,1,2,7,2,2,5,4,5,2,1,4,4,7,0,5,5,6,3,4,67,0,two_yr_college,married,white,retired,10,conservative,republican,trump,no_rel,northeast,1,1,1,1,0.978087269873647,0.9023112506587095
2,0,3,2,2,2,2,3,2,2,0,2,5,3,1,1,1,2,2,4,69,0,some_college,never_married,white,retired,12,very_liberal,democrat,no_vote,jewish,south,0,1,0,1,0.908177389761021,-0.3254948128884364
1,1,1,6,2,2,2,4,5,1,1,5,1,1,0,4,4,1,4,4,48,0,post_grad,married,white,full_time,7,moderate,republican,trump,christian,south,0,1,0,1,0.925496278894266,-0.3254948128884364
1,1,1,6,2,1,5,4,2,2,1,2,3,7,1,2,4,7,2,5,61,0,post_grad,married,white,full_time,10,conservative,republican,other,christian,south,0,1,1,0,0.444009668955627,-0.11351814869798042
1,1,1,6,2,2,5,4,2,2,1,4,5,7,1,4,4,6,4,2,58,1,post_grad,married,white,full_time,11,conservative,republican,trump,christian,midwest,1,1,1,0,1.0152659648901,0.9023112506587095
2,0,4,7,3,2,5,3,2,2,0,2,5,6,1,2,2,3,4,2,43,0,four_yr_college,married,white,part_time,9,moderate,independent,clinton,no_rel,northeast,0,1,0,0,1.08295150660022,-0.3254948128884364
1,0,3,5,3,3,3,5,3,2,1,2,5,5,0,1,2,1,3,5,63,0,two_yr_college,married,white,disabled,7,moderate,independent,clinton,other_rel,south,0,0,0,0,1.06109375138974,-1.0952751615565093
2,0,4,3,2,1,2,4,3,2,0,1,5,6,1,1,1,5,3,3,56,0,four_yr_college,never_married,asian,part_time,5,moderate,democrat,clinton,other_rel,west,1,1,1,0,0.807248896545865,0.9023112506587095
1,1,2,6,4,2,3,4,4,2,1,3,5,7,0,2,2,3,3,3,65,1,some_college,married,white,part_time,6,conservative,republican,trump,christian,south,1,1,0,1,0.858797172516253,0.3765651044139333
2,0,5,2,2,1,1,3,2,2,0,1,5,3,1,1,1,5,4,1,59,0,four_yr_college,divorced,white,full_time,9,very_liberal,democrat,clinton,christian,northeast,1,1,0,0,1.0029772835284,0.3765651044139333
2,0,7,1,2,1,1,4,3,2,0,1,5,5,1,1,1,1,5,2,75,0,some_college,married,white,retired,5,moderate,democrat,clinton,no_rel,west,1,1,1,0,0.994619280227256,0.9023112506587095
2,0,6,1,3,1,2,2,1,2,0,1,5,1,1,1,1,1,5,1,53,0,post_grad,civil,white,part_time,10,very_liberal,democrat,clinton,buddhist,south,0,1,1,0,0.790875241783554,-0.11351814869798042
2,0,5,3,4,3,4,4,2,2,0,2,5,3,1,1,2,1,4,2,55,0,four_yr_college,married,white,full_time,7,moderate,democrat,trump,christian,northeast,1,1,1,1,0.947214736055136,0.9023112506587095
3,0,6,1,3,2,1,1,1,2,0,2,5,3,1,1,1,1,5,1,56,1,post_grad,married,mixed,disabled,8,very_liberal,democrat,clinton,no_rel,northeast,1,1,1,1,1.0193471307944,0.9023112506587095
1,1,3,2,4,2,2,3,5,2,1,3,5,3,1,1,1,2,2,3,63,0,two_yr_college,married,white,retired,4,conservative,republican,trump,christian,northeast,0,1,0,0,0.893689163744461,-0.3254948128884364
2,0,6,3,4,1,2,2,1,2,0,1,5,3,1,1,1,2,5,2,78,1,post_grad,married,white,part_time,9,liberal,democrat,clinton,other_rel,midwest,1,1,1,1,1.02448141000653,0.9023112506587095
1,0,5,2,3,2,2,6,7,2,1,2,3,6,0,2,2,3,2,4,62,0,some_college,divorced,white,retired,6,moderate,republican,trump,christian,south,1,1,1,1,1.00210010152631,0.9023112506587095
1,1,1,7,1,2,5,6,6,1,1,5,4,7,0,5,2,6,2,5,66,1,post_grad,married,white,part_time,2,very conservative,republican,trump,christian,south,1,0,1,0,0.862853007457012,0.0695224553430114
3,0,4,2,2,1,3,4,2,2,0,2,5,1,1,1,2,5,3,3,45,0,two_yr_college,never_married,white,full_time,10,liberal,democrat,clinton,no_rel,west,0,0,0,0,0.959836119974666,-1.0952751615565093
1,0,4,6,3,2,5,5,5,2,0,2,5,7,1,3,2,6,3,4,62,1,two_yr_college,divorced,white,full_time,3,conservative,republican,trump,other_rel,west,0,0,0,0,1.01608286122794,-1.0952751615565093
1,1,2,7,2,2,5,4,6,2,1,4,4,7,0,5,5,7,2,4,60,0,high_school,never_married,white,full_time,5,very conservative,republican,trump,christian,midwest,1,1,1,0,0.87142212322185,0.9023112506587095
2,0,6,1,2,2,1,1,1,2,0,1,5,3,1,1,1,1,5,1,32,1,four_yr_college,married,white,student,10,liberal,democrat,clinton,christian,midwest,1,1,1,1,1.14277420159631,0.9023112506587095
1,1,1,2,1,2,1,7,7,1,1,4,5,7,0,1,1,6,4,5,69,0,high_school,married,white,retired,5,moderate,republican,no_vote,christian,south,0,1,0,0,0.911915659186816,-0.3254948128884364
2,0,4,1,3,2,1,2,1,2,0,1,5,2,1,1,2,3,5,2,39,0,high_school,civil,white,full_time,4,liberal,democrat,clinton,no_rel,west,0,0,0,0,1.05845908736686,-1.0952751615565093
1,1,1,7,1,2,4,6,3,2,1,2,2,7,0,5,4,5,1,5,56,0,high_school,never_married,white,homemaker,2,very conservative,republican,trump,christian,south,1,1,0,0,0.912639809717802,0.3765651044139333
1,1,3,2,3,3,3,4,2,2,1,2,5,3,1,2,2,2,3,3,61,0,high_school,married,white,disabled,5,moderate,republican,trump,christian,midwest,0,0,0,0,0.87142212322185,-1.0952751615565093
2,0,6,1,2,1,1,3,2,2,0,1,5,1,1,1,1,1,5,1,39,1,two_yr_college,married,white,full_time,12,very_liberal,democrat,clinton,no_rel,midwest,1,1,1,1,1.05546596271457,0.9023112506587095
4,0,4,1,3,3,1,7,6,2,0,2,5,2,0,3,2,2,2,3,48,0,some_college,separated,white,disabled,1,moderate,democrat,no_vote,jewish,midwest,0,0,1,0,0.91774449889729,-0.6196132327347812
2,0,7,4,3,2,2,4,1,2,0,1,5,3,1,1,2,1,5,3,47,0,four_yr_college,married,white,homemaker,10,moderate,democrat,clinton,christian,south,1,1,1,0,1.02431222398371,0.9023112506587095
3,1,4,4,3,3,3,4,4,1,0,3,3,4,0,4,2,4,3,3,55,1,four_yr_college,married,white,part_time,6,moderate,independent,other,no_rel,midwest,0,0,0,0,0.662558403087482,-1.0952751615565093
2,0,5,3,4,4,3,2,2,2,0,1,5,4,1,1,2,3,3,2,80,0,high_school,widowed,white,retired,10,moderate,democrat,clinton,christian,south,1,1,1,1,1.01058227853652,0.9023112506587095
2,0,7,1,4,2,1,3,2,2,0,2,5,4,1,1,1,1,5,1,75,0,four_yr_college,married,white,retired,8,very_liberal,democrat,clinton,other_rel,west,1,1,1,0,1.01524645761951,0.9023112506587095
2,0,7,1,2,2,1,1,1,2,0,1,5,2,1,1,1,1,5,1,35,0,post_grad,married,white,full_time,10,very_liberal,democrat,clinton,no_rel,midwest,1,1,1,0,1.03099176857853,0.9023112506587095
2,0,4,3,3,3,3,6,4,2,0,2,5,6,1,3,3,4,3,5,45,0,high_school,married,white,full_time,9,moderate,republican,clinton,no_rel,northeast,0,1,1,0,0.957832000408323,-0.11351814869798042
1,1,2,5,5,5,5,7,5,1,1,1,5,7,0,5,3,4,2,5,54,0,high_school,married,white,homemaker,6,very conservative,republican,trump,christian,south,0,0,0,1,0.912639809717802,-1.0952751615565093
1,1,2,6,2,2,5,7,7,1,1,5,1,7,0,1,1,6,2,5,48,1,post_grad,civil,white,full_time,10,conservative,republican,trump,christian,south,0,1,1,0,1.25802472009798,-0.11351814869798042
2,0,7,1,3,1,1,4,1,2,0,1,5,2,1,1,1,1,5,1,62,1,four_yr_college,married,white,disabled,2,very_liberal,democrat,clinton,christian,midwest,1,1,1,1,1.18015681611182,0.9023112506587095
1,1,2,7,4,4,5,7,6,1,1,5,3,7,0,4,4,6,4,4,32,1,four_yr_college,never_married,white,full_time,4,moderate,independent,no_vote,no_rel,midwest,0,1,0,0,1.01654624177958,-0.3254948128884364
4,0,4,4,3,3,3,4,4,2,0,3,5,4,0,3,3,4,1,3,60,0,high_school,married,white,homemaker,3,conservative,independent,no_vote,christian,south,0,0,0,0,0.859624473676246,-1.0952751615565093
