"age","gender","education","ethnicity","income","partisanship","eu_ref","condition","ethnicity_simple","know","contact","worry","govt_perf","restrict","behavior","numeracy","trust","distrust"
38,"Male","A-level (or equivalent)","White","4","Green Party","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.569873777763838,1.27888711087707,0.35076386178548,-0.61273521267665,2.66666666666667,0.906610295808507,-0.723456133636216
43,"Female","Undergraduate degree (e.g., BA)","White","3","Labour","I voted Remain","control","White",-0.346210927114368,-0.476248804454124,-0.012674512737052,0.499905767924618,0.35076386178548,0.653457304943914,2,0.00577532133344975,1.17064678122528
57,"Male","Undergraduate degree (e.g., BA)","White","2","Labour","I was eligible to vote, but did not","control","White",0.478411095681547,0.460547865513442,-0.247447914764378,-0.266041503411797,-0.72988822364663,0.653457304943914,5,-0.423893164514084,0.179364505373351
28,"Female","A-level (or equivalent)","White","3","Labour","I voted Remain","control","White",-0.406090459737849,-0.476248804454124,0.542226157630451,0.109008854862144,-0.631210854979936,0.653457304943914,4,0.174875760452895,1.51302502738189
66,"Male","No formal education","White","2","Conservative Party","I voted Leave","control","White",0.478411095681547,-0.476248804454124,0.948385674243263,2.48638709001981,0.35076386178548,-0.61273521267665,4.33333333333333,2.6806920328248,-1.18753996348727
44,"Male","A-level (or equivalent)","White","3","Conservative Party","I voted Leave","control","White",-0.346210927114368,1.2085476392682,-0.012674512737052,-0.266041503411797,-0.631210854979936,-0.61273521267665,5.33333333333333,1.2012493209256,-0.163023990239364
43,"Male","Undergraduate degree (e.g., BA)","White","3","No party","I voted Leave","control","White",0.478411095681547,-0.476248804454124,-1.03522129865336,0.141657406557449,-0.72988822364663,0.653457304943914,5.66666666666667,0.231678464004934,-0.163023990239364
43,"Male","Undergraduate degree (e.g., BA)","White","9","Conservative Party","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.569873777763838,0.841543428125356,-0.72988822364663,0.653457304943914,5,0.906610295808507,-0.443944911404698
25,"Male","Undergraduate degree (e.g., BA)","White","5","Labour","I was eligible to vote, but did not","control","White",0.478411095681547,0.460547865513442,-0.247447914764378,-0.758820588623685,0.35076386178548,0.653457304943914,6,-0.171076826370267,0.179364505373351
37,"Female","A-level (or equivalent)","White","2","No party","I voted Remain","control","White",-0.346210927114368,-0.476248804454124,0.0148571350245476,0.80645351844387,-0.72988822364663,-0.61273521267665,2,1.2012493209256,-0.443944911404698
49,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","2","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,1.6137917861682,-0.758820588623685,0.35076386178548,-0.61273521267665,5.66666666666667,-0.635603532311199,1.55446328442095
26,"Male","A-level (or equivalent)","White","2","No party","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.247447914764378,-0.266041503411797,-0.631210854979936,-0.61273521267665,3,-0.423893164514084,0.0841065831950797
34,"Female","Undergraduate degree (e.g., BA)","White","6","Liberal Democrats","I voted Remain","control","White",0.478411095681547,0.460547865513442,0.13642880061627,-0.758820588623685,0.35076386178548,-0.61273521267665,5,-1.48030703646599,-0.443944911404698
18,"Male","A-level (or equivalent)","White","2","Labour","I was not eligible to vote, but would have voted Leave","control","White",0.478411095681547,0.460547865513442,-0.40656918917133,0.109008854862144,0.35076386178548,-0.61273521267665,3.66666666666667,0.906610295808507,-0.443944911404698
28,"Male","Undergraduate degree (e.g., BA)","White","6","No party","I voted Remain","control","White",0.478411095681547,0.460547865513442,-0.247447914764378,-1.43269617716106,0.35076386178548,0.653457304943914,4.66666666666667,-0.171076826370267,0.440481649117151
68,"Male","GCSE (or equivalent)","White","4","Conservative Party","I voted Leave","control","White",0.478411095681547,-0.476248804454124,-1.97569903264372,0.469453458655334,0.35076386178548,-0.61273521267665,5,0.906610295808507,-0.443944911404698
34,"Female","GCSE (or equivalent)","White","5","Conservative Party","I was eligible to vote, but did not","control","White",0.478411095681547,-0.476248804454124,1.6137917861682,-1.43269617716106,0.35076386178548,-0.61273521267665,6,0.231678464004934,-0.443944911404698
36,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","7","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.012674512737052,0.841543428125356,0.35076386178548,-0.61273521267665,4,-0.0555469339462184,0.783305153794767
25,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","2","Other party","I was eligible to vote, but did not","control","White",0.478411095681547,-0.476248804454124,0.810849997415703,1.27888711087707,0.35076386178548,-0.61273521267665,5,-0.707567328547404,0.75147380203735
30,"Male","A-level (or equivalent)","White","2","No party","I was not eligible to vote, but would not have voted","control","White",-0.346210927114368,0.460547865513442,-0.40656918917133,0.109008854862144,0.35076386178548,1.23698157272214,1.33333333333333,-0.423893164514084,0.0841065831950797
21,"Male","Undergraduate degree (e.g., BA)","White","6","Labour","I was not eligible to vote, but would have voted Remain","control","White",-0.42711066755529,-0.476248804454124,-0.858249332927297,-0.266041503411797,-0.631210854979936,0.653457304943914,5.33333333333333,0.00112798586670993,1.08534134575438
46,"Female","Undergraduate degree (e.g., BA)","White","5","Labour","I voted Remain","control","White",-0.346210927114368,0.460547865513442,0.542226157630451,-0.266041503411797,0.35076386178548,-0.61273521267665,3.66666666666667,-0.171076826370267,-1.18753996348727
50,"Female","Undergraduate degree (e.g., BA)","White","2","No party","I voted Remain","control","White",0.478411095681547,1.2085476392682,-0.569873777763838,0.469453458655334,0.35076386178548,-0.61273521267665,4.66666666666667,0.174875760452895,-0.163023990239364
31,"Male","A-level (or equivalent)","White","3","Labour","I voted Leave","control","White",0.478411095681547,-0.476248804454124,-1.34535842401841,1.27888711087707,-0.72988822364663,1.23698157272214,4,0.411588730106231,-0.443944911404698
42,"Male","A-level (or equivalent)","White","6","Labour","I voted Leave","control","White",0.478411095681547,-0.476248804454124,-0.012674512737052,0.109008854862144,0.35076386178548,0.653457304943914,3.33333333333333,-0.171076826370267,1.17064678122528
44,"Female","Undergraduate degree (e.g., BA)","White","7","Conservative Party","I voted Leave","control","White",-0.346210927114368,0.460547865513442,-1.60829096761465,0.469453458655334,-2.03879438148036,1.23698157272214,4.33333333333333,0.174875760452895,-0.163023990239364
60,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","7","No party","I voted Remain","control","White",0.478411095681547,0.460547865513442,-1.97569903264372,-0.266041503411797,-0.72988822364663,0.653457304943914,5.33333333333333,0.906610295808507,-1.18753996348727
21,"Female","Undergraduate degree (e.g., BA)","White","1","SNP","I voted Remain","control","White",0.478411095681547,0.460547865513442,0.163641975699556,-1.43269617716106,0.35076386178548,0.653457304943914,1.66666666666667,-0.423893164514084,0.75147380203735
45,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","1","No party","I was eligible to vote, but did not","control","White",-0.42711066755529,-0.476248804454124,-0.569873777763838,1.27888711087707,-0.631210854979936,-0.61273521267665,5.33333333333333,0.60588091299883,-2.61545448327188
65,"Male","A-level (or equivalent)","White","3","No party","I was not eligible to vote, but would have voted Leave","control","White",0.478411095681547,-0.476248804454124,-1.97569903264372,1.27888711087707,-2.03879438148036,-0.61273521267665,6,1.2012493209256,0.440481649117151
26,"Female","GCSE (or equivalent)","White","2","No party","I voted Remain","control","White",-1.1438648097804,-0.476248804454124,-1.97569903264372,0.469453458655334,-2.03879438148036,-0.61273521267665,1.33333333333333,-0.707567328547404,1.51302502738189
56,"Male","GCSE (or equivalent)","White","3","Conservative Party","I voted Remain","control","White",-1.12485768652899,-0.476248804454124,-1.97569903264372,0.499905767924618,-1.33896920861413,0.653457304943914,1.66666666666667,0.00112798586670993,-0.257205825640622
33,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","7","Liberal Democrats","I voted Remain","control","White",-0.346210927114368,0.460547865513442,-0.164773287130284,-0.711099143561654,0.35076386178548,-0.61273521267665,3.33333333333333,-1.15598131332611,1.51302502738189
27,"Female","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.948385674243263,-1.43269617716106,0.35076386178548,-0.61273521267665,4,-1.57350052905171,2.01819117897551
35,"Female","Undergraduate degree (e.g., BA)","White","8","Liberal Democrats","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.247447914764378,-0.304741160755354,0.35076386178548,0.653457304943914,5.33333333333333,-0.934074901068862,0.71985757444244
39,"Male","GCSE (or equivalent)","White","2","Labour","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,0.39131192602455,0.141657406557449,0.35076386178548,0.0954693109573851,1,0.600391898492345,-0.163023990239364
24,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","control","White",-0.346210927114368,-0.476248804454124,-1.03522129865336,0.141657406557449,0.35076386178548,0.0954693109573851,5.66666666666667,0.60588091299883,-0.163023990239364
29,"Male","Undergraduate degree (e.g., BA)","White","3","No party","I was eligible to vote, but did not","control","White",-0.346210927114368,0.460547865513442,1.6137917861682,0.469453458655334,-0.836909460334576,0.653457304943914,5.66666666666667,-0.0555469339462184,-0.163023990239364
36,"Female","A-level (or equivalent)","White","1","Labour","I voted Leave","control","White",-1.86255051670098,-0.476248804454124,-0.569873777763838,-1.43269617716106,-1.49368278420392,1.23698157272214,3,-1.95680751435798,1.08534134575438
35,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","10","Liberal Democrats","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-0.266041503411797,0.35076386178548,-0.61273521267665,6,0.00112798586670993,-0.257205825640622
36,"Male","Undergraduate degree (e.g., BA)","White","6","Liberal Democrats","I voted Remain","control","White",-0.346210927114368,0.460547865513442,0.542226157630451,-1.43269617716106,0.35076386178548,-0.61273521267665,2.66666666666667,-0.423893164514084,2.01819117897551
46,"Male","No formal education","White","2","Brexit Party","I voted Leave","control","White",-1.12485768652899,-0.476248804454124,-0.136546566210078,0.80645351844387,-0.72988822364663,-0.61273521267665,3,0.535252437647143,2.01819117897551
63,"Female","GCSE (or equivalent)","White","3","Liberal Democrats","I voted Remain","control","White",0.478411095681547,0.373599441351396,-0.569873777763838,-0.758820588623685,0.35076386178548,-0.61273521267665,4.66666666666667,-0.707567328547404,0.71985757444244
23,"Female","A-level (or equivalent)","White","1","Green Party","I voted Remain","control","White",-0.346210927114368,-0.476248804454124,-1.97569903264372,0.469453458655334,-0.72988822364663,0.653457304943914,3.33333333333333,-0.707567328547404,0.440481649117151
63,"Male","A-level (or equivalent)","White","3","Conservative Party","I voted Remain","control","White",-0.406090459737849,-0.476248804454124,-0.164773287130284,0.469453458655334,0.35076386178548,-0.61273521267665,5.33333333333333,0.174875760452895,0.151786008504716
55,"Female","Undergraduate degree (e.g., BA)","White","5","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.858249332927297,0.469453458655334,0.35076386178548,0.653457304943914,3.66666666666667,0.174875760452895,-1.18753996348727
20,"Male","A-level (or equivalent)","White","2","No party","I was not eligible to vote, but would have voted Leave","control","White",-1.86255051670098,-0.476248804454124,-1.00184371446908,0.0759321029473842,0.35076386178548,1.23698157272214,5.66666666666667,-0.429307084664128,0.0841065831950797
29,"Male","Undergraduate degree (e.g., BA)","White","7","Labour","I voted Remain","control","White",-0.346210927114368,-0.476248804454124,-0.858249332927297,-0.304741160755354,-0.631210854979936,1.43641623760841,4.33333333333333,-0.235395323329264,0.440481649117151
32,"Male","GCSE (or equivalent)","White","3","Liberal Democrats","I voted Remain","control","White",-1.12485768652899,-0.476248804454124,-0.569873777763838,0.80645351844387,-0.72988822364663,-0.61273521267665,3,1.2012493209256,-0.096426897643124
30,"Female","Undergraduate degree (e.g., BA)","White","2","Plaid Cymru","I voted Remain","control","White",-1.86255051670098,-0.476248804454124,0.39131192602455,1.27888711087707,0.35076386178548,-0.61273521267665,1,1.2012493209256,-0.443944911404698
40,"Male","A-level (or equivalent)","White","5","Liberal Democrats","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,-0.40656918917133,0.141657406557449,0.35076386178548,0.653457304943914,5.66666666666667,0.823944676335416,-0.723456133636216
37,"Female","Undergraduate degree (e.g., BA)","White","4","Green Party","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.215245801954673,-0.758820588623685,0.35076386178548,-0.61273521267665,2.33333333333333,0.411588730106231,-0.163023990239364
23,"Female","Undergraduate degree (e.g., BA)","White","6","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,1.6137917861682,-0.758820588623685,0.35076386178548,1.23698157272214,5.33333333333333,-0.707567328547404,-1.18753996348727
18,"Female","A-level (or equivalent)","White","4","Labour","I was not eligible to vote, but would have voted Remain","control","White",-1.12485768652899,-0.476248804454124,-0.600222179316755,-1.43269617716106,0.35076386178548,0.653457304943914,3.33333333333333,-0.934074901068862,-0.163023990239364
30,"Male","A-level (or equivalent)","White","4","Green Party","I voted Remain","control","White",-0.346210927114368,-0.476248804454124,-1.03522129865336,-1.43269617716106,0.35076386178548,-0.61273521267665,4.33333333333333,-1.95680751435798,2.01819117897551
30,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","5","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,0.39131192602455,0.469453458655334,0.35076386178548,0.653457304943914,4.66666666666667,0.352190160319605,-0.840650458004401
38,"Female","A-level (or equivalent)","White","3","UKIP","I voted Leave","control","White",0.478411095681547,0.460547865513442,-0.377018540842986,-0.266041503411797,-1.33896920861413,-0.61273521267665,4.66666666666667,0.00112798586670993,0.75147380203735
51,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","5","No party","I was not eligible to vote, but would not have voted","control","White",-0.346210927114368,1.2085476392682,-0.012674512737052,0.109008854862144,-0.631210854979936,0.653457304943914,5.33333333333333,0.411588730106231,-0.840650458004401
55,"Female","A-level (or equivalent)","White","7","Brexit Party","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,1.6137917861682,-1.43269617716106,0.35076386178548,-0.61273521267665,4,-1.23727785895138,2.01819117897551
28,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","8","Green Party","I voted Remain","control","White",-0.346210927114368,0.460547865513442,-0.40656918917133,0.141657406557449,0.35076386178548,-0.61273521267665,5,-0.423893164514084,0.179364505373351
25,"Male","A-level (or equivalent)","White","4","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,-0.247447914764378,-1.43269617716106,0.35076386178548,-0.61273521267665,6,-1.95680751435798,0.151786008504716
55,"Male","GCSE (or equivalent)","White","3","Labour","I voted Leave","control","White",0.478411095681547,0.373599441351396,1.6137917861682,-1.43269617716106,0.35076386178548,-0.61273521267665,2.66666666666667,0.00112798586670993,0.440481649117151
63,"Male","A-level (or equivalent)","White","1","Conservative Party","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.40656918917133,0.141657406557449,0.35076386178548,0.653457304943914,5.33333333333333,1.64768139012258,0.179364505373351
23,"Male","Undergraduate degree (e.g., BA)","White","4","No party","I voted Remain","control","White",-0.406090459737849,-0.476248804454124,0.39131192602455,0.439060660820015,-1.33896920861413,1.23698157272214,4,0.174875760452895,0.470034789417302
48,"Male","GCSE (or equivalent)","White","2","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.539633668798513,1.27888711087707,0.35076386178548,-0.61273521267665,4.33333333333333,0.668590802306462,0.440481649117151
35,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","4","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-1.43269617716106,0.35076386178548,-0.61273521267665,5.33333333333333,-1.95680751435798,2.01819117897551
33,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","4","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,-0.569873777763838,-1.43269617716106,-0.72988822364663,1.23698157272214,5,-0.927997656324309,0.207093874414522
23,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","Other","7","Labour","I voted Remain","control","Other",-0.346210927114368,-0.476248804454124,-1.60829096761465,0.841543428125356,0.35076386178548,-0.61273521267665,5.33333333333333,0.352190160319605,0.470034789417302
26,"Female","A-level (or equivalent)","White","4","No party","I voted Leave","control","White",-1.12485768652899,-0.476248804454124,1.6137917861682,0.141657406557449,0.35076386178548,-0.61273521267665,5.66666666666667,0.29390400059088,-0.840650458004401
25,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","control","White",-1.19744021372325,0.460547865513442,0.190841222704776,0.469453458655334,-0.72988822364663,1.43641623760841,5,-0.55922848531992,0.862989908264385
33,"Female","Undergraduate degree (e.g., BA)","White","3","Conservative Party","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,0.542226157630451,0.109008854862144,-1.33896920861413,0.653457304943914,3,0.174875760452895,-1.18753996348727
28,"Male","A-level (or equivalent)","White","3","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,0.948385674243263,-1.43269617716106,0.35076386178548,-0.61273521267665,5,-1.95680751435798,-0.0695471024328525
54,"Female","GCSE (or equivalent)","White","4","Conservative Party","I voted Leave","control","White",-1.12485768652899,1.2085476392682,0.39131192602455,0.439060660820015,0.35076386178548,-0.61273521267665,4,1.2012493209256,-1.18753996348727
41,"Male","A-level (or equivalent)","White","5","Conservative Party","I voted Leave","control","White",0.478411095681547,-0.476248804454124,-1.22922230330015,0.141657406557449,-1.49368278420392,0.653457304943914,4.66666666666667,-0.707567328547404,0.0841065831950797
37,"Female","A-level (or equivalent)","White","5","No party","I was eligible to vote, but did not","control","White",-0.346210927114368,-0.476248804454124,-0.40656918917133,0.469453458655334,0.35076386178548,0.653457304943914,3,0.174875760452895,-0.163023990239364
47,"Female","GCSE (or equivalent)","White","2","Conservative Party","I voted Leave","control","White",-1.1438648097804,-0.476248804454124,-0.68875631400841,1.27888711087707,0.35076386178548,-0.61273521267665,5,0.906610295808507,-0.443944911404698
30,"Male","A-level (or equivalent)","White","3","Labour","I was eligible to vote, but did not","control","White",0.478411095681547,0.370704037623811,-0.012674512737052,0.141657406557449,0.35076386178548,-0.61273521267665,5.33333333333333,1.2012493209256,-0.515989718002722
40,"Female","Undergraduate degree (e.g., BA)","White","5","Liberal Democrats","I voted Remain","control","White",0.478411095681547,0.460547865513442,0.39131192602455,0.841543428125356,0.35076386178548,-0.61273521267665,5,0.600391898492345,-0.723456133636216
59,"Male","No formal education","White","3","Brexit Party","I voted Leave","control","White",0.478411095681547,-0.476248804454124,-0.569873777763838,0.141657406557449,0.35076386178548,-0.61273521267665,1.66666666666667,0.00112798586670993,0.179364505373351
35,"Female","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,-0.569873777763838,0.469453458655334,0.35076386178548,-0.61273521267665,2.66666666666667,0.411588730106231,-0.840650458004401
22,"Female","Undergraduate degree (e.g., BA)","White","1","No party","I was eligible to vote, but did not","control","White",-0.346210927114368,-0.476248804454124,-0.247447914764378,0.141657406557449,0.35076386178548,0.653457304943914,2.66666666666667,0.60588091299883,1.51302502738189
24,"Male","Undergraduate degree (e.g., BA)","White","5","Labour","I voted Remain","control","White",0.478411095681547,0.460547865513442,0.39131192602455,-0.266041503411797,0.35076386178548,-0.61273521267665,2.66666666666667,0.179534895706871,-0.0695471024328525
29,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","3","Conservative Party","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,-1.60829096761465,0.80645351844387,-0.72988822364663,0.653457304943914,3.66666666666667,1.3083047908542,0.440481649117151
54,"Female","A-level (or equivalent)","White","4","Labour","I voted Remain","control","White",-0.346210927114368,-0.476248804454124,-0.40656918917133,-0.758820588623685,-0.72988822364663,-0.61273521267665,1,-1.95680751435798,0.75147380203735
51,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","1","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.242453320653121,-0.304741160755354,0.35076386178548,-0.61273521267665,4,-0.707567328547404,0.179364505373351
49,"Male","Undergraduate degree (e.g., BA)","White","4","Labour","I was not eligible to vote, but would have voted Remain","control","White",-0.42711066755529,-0.476248804454124,0.39131192602455,-1.43269617716106,0.35076386178548,-0.61273521267665,4.33333333333333,-0.707567328547404,1.17064678122528
43,"Male","GCSE (or equivalent)","White","5","No party","I voted Leave","control","White",-1.86255051670098,-0.476248804454124,0.542226157630451,0.439060660820015,-0.72988822364663,-0.61273521267665,3.66666666666667,0.668590802306462,-0.545723683660622
40,"Male","Undergraduate degree (e.g., BA)","White","4","No party","I voted Remain","control","White",-0.346210927114368,0.460547865513442,1.6137917861682,1.27888711087707,0.35076386178548,-0.61273521267665,6,1.2012493209256,-1.62101884099287
36,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","8","Labour","I voted Remain","control","White",0.478411095681547,0.373599441351396,-0.40656918917133,-0.758820588623685,0.35076386178548,0.653457304943914,6,-0.490582433502787,-1.18753996348727
60,"Male","A-level (or equivalent)","White","1","SNP","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.39131192602455,-0.758820588623685,0.35076386178548,-0.61273521267665,4.33333333333333,-1.57350052905171,1.17064678122528
21,"Male","Undergraduate degree (e.g., BA)","White","11","Labour","I was not eligible to vote, but would have voted Remain","control","White",0.478411095681547,0.460547865513442,-0.247447914764378,-0.266041503411797,0.35076386178548,1.23698157272214,5.66666666666667,-0.490582433502787,-0.163023990239364
49,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","4","Liberal Democrats","I was eligible to vote, but did not","control","White",0.478411095681547,-0.476248804454124,-0.012674512737052,0.841543428125356,-0.72988822364663,-0.61273521267665,3.33333333333333,0.906610295808507,-0.840650458004401
25,"Male","GCSE (or equivalent)","White","7","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-0.758820588623685,-0.72988822364663,0.653457304943914,1.66666666666667,-0.707567328547404,0.440481649117151
34,"Male","A-level (or equivalent)","White","2","Labour","I was not eligible to vote, but would have voted Remain","control","White",-0.406090459737849,-0.476248804454124,-1.00184371446908,-0.266041503411797,0.35076386178548,0.653457304943914,2.66666666666667,-0.423893164514084,0.75147380203735
70,"Male","Undergraduate degree (e.g., BA)","White","3","No party","I voted Leave","control","White",0.478411095681547,-0.476248804454124,-1.97569903264372,-0.758820588623685,-2.03879438148036,0.653457304943914,5.33333333333333,-0.629737342049783,0.440481649117151
30,"Male","Undergraduate degree (e.g., BA)","White","4","No party","I was not eligible to vote, but would have voted Leave","control","White",0.478411095681547,0.460547865513442,-1.03522129865336,1.27888711087707,0.35076386178548,-0.61273521267665,5.66666666666667,1.2012493209256,-1.18753996348727
25,"Male","Undergraduate degree (e.g., BA)","White","1","Green Party","I voted Remain","control","White",-0.406090459737849,-0.476248804454124,1.6137917861682,-1.43269617716106,0.35076386178548,-0.61273521267665,5.33333333333333,-0.934074901068862,2.01819117897551
50,"Female","A-level (or equivalent)","White","5","Conservative Party","I voted Remain","control","White",0.478411095681547,0.460547865513442,1.6137917861682,1.27888711087707,0.35076386178548,-0.61273521267665,3,0.906610295808507,-0.840650458004401
41,"Male","A-level (or equivalent)","White","6","Conservative Party","I voted Leave","control","White",0.478411095681547,-0.476248804454124,1.6137917861682,1.27888711087707,0.35076386178548,0.653457304943914,3.33333333333333,0.906610295808507,-0.840650458004401
34,"Male","Undergraduate degree (e.g., BA)","White","3","No party","I voted Remain","control","White",-1.12485768652899,-0.476248804454124,0.542226157630451,-0.266041503411797,0.35076386178548,-0.61273521267665,3,-0.235395323329264,0.75147380203735
39,"Male","A-level (or equivalent)","White","7","No party","I was eligible to vote, but did not","control","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-0.266041503411797,0.35076386178548,0.653457304943914,6,0.906610295808507,-0.163023990239364
28,"Male","Undergraduate degree (e.g., BA)","White","3","Plaid Cymru","I was eligible to vote, but did not","control","White",0.478411095681547,0.460547865513442,-0.40656918917133,-1.43269617716106,0.35076386178548,-0.61273521267665,6,-0.707567328547404,2.01819117897551
43,"Male","A-level (or equivalent)","White","8","Green Party","I voted Remain","control","White",-0.406090459737849,-0.476248804454124,0.39131192602455,-0.266041503411797,0.35076386178548,0.653457304943914,5.66666666666667,-0.171076826370267,0.151786008504716
38,"Female","Undergraduate degree (e.g., BA)","White","9","Conservative Party","I voted Leave","control","White",-0.406090459737849,0.460547865513442,-0.247447914764378,1.27888711087707,0.35076386178548,0.653457304943914,5,0.668590802306462,-0.840650458004401
64,"Male","Undergraduate degree (e.g., BA)","White","5","Green Party","I voted Remain","control","White",0.478411095681547,0.460547865513442,-0.569873777763838,-0.266041503411797,-0.72988822364663,-0.61273521267665,4.33333333333333,-0.423893164514084,0.75147380203735
61,"Female","A-level (or equivalent)","White","2","Conservative Party","I voted Leave","control","White",-0.346210927114368,-0.476248804454124,0.39131192602455,1.27888711087707,-0.631210854979936,-0.61273521267665,0.666666666666667,0.906610295808507,-0.840650458004401
50,"Male","Undergraduate degree (e.g., BA)","White","7","Conservative Party","I voted Remain","control","White",-0.346210927114368,0.373599441351396,0.39131192602455,-0.304741160755354,0.35076386178548,-0.61273521267665,5.66666666666667,0.906610295808507,0.862989908264385
20,"Male","A-level (or equivalent)","White","1","Labour","I was not eligible to vote, but would have voted Remain","control","White",0.478411095681547,0.460547865513442,-1.34535842401841,-0.266041503411797,0.35076386178548,0.653457304943914,5.66666666666667,-0.635603532311199,0.71985757444244
28,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","3","Labour","I voted Remain","control","White",0.478411095681547,1.2085476392682,0.542226157630451,-1.43269617716106,0.35076386178548,-0.61273521267665,5,-0.934074901068862,0.339518956970413
27,"Female","A-level (or equivalent)","White","3","No party","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-1.03522129865336,-0.758820588623685,-1.49368278420392,1.23698157272214,3,-0.490582433502787,-0.163023990239364
35,"Male","Undergraduate degree (e.g., BA)","White","7","No party","I voted Remain","control","White",0.478411095681547,0.373599441351396,-0.40656918917133,-1.43269617716106,0.35076386178548,-0.61273521267665,4,-0.423893164514084,0.75147380203735
32,"Male","Undergraduate degree (e.g., BA)","White","3","SNP","I voted Remain","control","White",0.478411095681547,-0.476248804454124,-0.68875631400841,-1.43269617716106,0.35076386178548,0.653457304943914,4,-0.707567328547404,0.470034789417302
59,"Male","A-level (or equivalent)","White","6","Conservative Party","I voted Remain","control","White",0.478411095681547,0.460547865513442,0.39131192602455,0.109008854862144,0.35076386178548,-0.61273521267665,5,0.906610295808507,-1.22855802262628
20,"Male","A-level (or equivalent)","White","3","Labour","I was not eligible to vote, but would have voted Remain","control","White",-0.346210927114368,0.460547865513442,-0.247447914764378,0.109008854862144,0.35076386178548,1.23698157272214,5,-0.423893164514084,0.368309484450557
51,"Male","GCSE (or equivalent)","White","9","Liberal Democrats","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.39131192602455,-0.266041503411797,0.35076386178548,-0.61273521267665,4.66666666666667,0.411588730106231,-1.18753996348727
55,"Female","Undergraduate degree (e.g., BA)","White","8","Plaid Cymru","I voted Remain","control","White",0.478411095681547,0.460547865513442,-0.569873777763838,-1.43269617716106,0.35076386178548,-0.61273521267665,6,-0.934074901068862,-1.08850047114303
28,"Male","A-level (or equivalent)","White","3","No party","I voted Leave","control","White",0.478411095681547,-0.476248804454124,-1.03522129865336,-0.758820588623685,0.35076386178548,0.653457304943914,5.33333333333333,-1.95680751435798,1.13592995659057
47,"Female","A-level (or equivalent)","White","3","No party","I voted Leave","control","White",0.478411095681547,-0.476248804454124,0.13642880061627,0.141657406557449,0.35076386178548,-0.61273521267665,3.33333333333333,0.00112798586670993,-0.840650458004401
21,"Male","A-level (or equivalent)","White","6","Labour","I voted Remain","control","White",0.478411095681547,-0.476248804454124,0.980948052732125,0.841543428125356,0.35076386178548,0.653457304943914,4.33333333333333,0.00577532133344975,0.0841065831950797
