age,gender,education,ethnicity,income,partisanship,eu_ref,k_scale_virus,k_scale_bacteria,k_scale_hot,k_scale_vaccine,k_scale_recover,k_scale_mosquito,k_scale_antibiotics,contact_scale_tested,contact_scale_confident,contact_scale_know_tested,contact_scale_know_passed,contact_scale_treating,numeracy_fractions,numeracy_discount,numeracy_useful,trust_understands,trust_intentions,trust_does_right,distrust_no_respect,distrust_ignore,distrust_unfair,time_on_page,worry_scale_contracting,worry_scale_unwell,worry_scale_fr_fam,worry_scale_finances,worry_scale_job,worry_scale_society,govt_perform_comm,govt_perform_advice,govt_perform_response,govt_perform_adapt,govt_perform_compared,govt_perform_protecting,restrictions_quarantine,restrictions_schools,restrictions_events,restrictions_hospital,restrictions_stop_flights,restrictions_quar_flights,restrictions_soc_dist,restrictions_mask_transport,restrictions_mask_indoors,behavior_hairdresser,behavior_museum,behavior_bars,behavior_public_toilet,behavior_public_transport,behavior_cinemas,behavior_abroad,behavior_worship,behavior_gym,behavior_public_gathering,manip_check,condition,residence,nationality,ethnicity_simple,know,contact,worry,govt_perf,restrict,behavior,numeracy,trust,distrust
43,Female,A-level (or equivalent),White,5,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,1,0,3,6,6,3,3,3,3,4,3,NA,1,1,1,0,0,1,3,2,1,2,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,0.373599441351396,-0.569873777763838,0.141657406557449,0.35076386178548,-0.61273521267665,5,0.174875760452895,0.0841065831950797
47,Female,"Undergraduate degree (e.g., BA)",White,2,Labour,I voted Remain,0,1,1,1,1,1,1,0,1,0,0,0,3,6,5,3,3,3,2,2,3,NA,1,1,3,2,2,3,3,3,1,3,2,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,NA,control,Portugal,United Kingdom,White,0.47841109568154694,-0.476248804454124,-0.247447914764378,-0.304741160755354,-0.72988822364663,1.43641623760841,4.66666666666667,0.174875760452895,-0.806158112485411
65,Female,A-level (or equivalent),White,3,Labour,I voted Remain,0,1,0,1,1,1,1,0,1,1,1,0,4,4,5,2,3,3,5,5,5,NA,1,1,2,0,0,3,2,3,2,3,3,2,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,1.2085476392682,-0.40656918917133,0.109008854862144,0.35076386178548,1.23698157272214,4.33333333333333,0.00112798586670993,2.01819117897551
33,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,3,Liberal Democrats,I voted Remain,0,1,0,1,1,1,1,0,0,0,0,0,1,5,5,2,4,2,4,2,2,NA,0,1,1,3,3,2,4,4,1,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.476248804454124,-1.00184371446908,-0.266041503411797,0.35076386178548,0.653457304943914,3.66666666666667,-0.171076826370267,-0.345794717072796
22,Female,"Undergraduate degree (e.g., BA)",White,4,Labour,I voted Remain,0,1,1,1,0,1,1,0,0,0,0,0,5,6,5,2,3,3,3,3,2,NA,2,2,2,1,0,1,3,2,2,2,3,2,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.40609045973784896,-0.476248804454124,0.39131192602455,-0.266041503411797,0.35076386178548,-0.61273521267665,5.33333333333333,0.00112798586670993,-0.443944911404698
27,Female,"Undergraduate degree (e.g., BA)",White,3,Labour,I voted Remain,0,1,0,1,1,1,1,0,0,0,1,0,0,4,3,2,4,3,2,3,3,NA,1,1,3,2,3,2,4,4,2,3,1,2,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,0.373599441351396,-0.247447914764378,0.109008854862144,0.35076386178548,-0.61273521267665,2.33333333333333,0.231678464004934,-0.515989718002722
16,Female,"Undergraduate degree (e.g., BA)",White,7,SNP,I voted Remain,0,1,0,1,1,1,1,0,0,1,0,0,2,2,4,2,2,4,3,3,2,NA,1,0,0,0,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,0.460547865513442,-1.22922230330015,-1.43269617716106,-1.42222881648173,0.653457304943914,2.66666666666667,0.170219160585156,-0.443944911404698
48,Female,GCSE (or equivalent),White,2,Labour,"I was eligible to vote, but did not",0,1,0,1,1,1,1,0,0,0,0,0,0,1,4,4,4,4,2,2,2,NA,2,2,1,2,0,3,4,4,4,4,4,4,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.476248804454124,0.242453320653121,1.27888711087707,0.35076386178548,0.653457304943914,1.66666666666667,1.2012493209256,-1.18753996348727
25,Female,"Undergraduate degree (e.g., BA)",White,7,Liberal Democrats,I voted Leave,0,1,1,1,1,1,1,0,1,1,0,0,5,5,6,3,4,4,2,2,2,NA,0,0,2,3,2,3,4,5,4,4,3,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,0.460547865513442,-1.34535842401841,1.27888711087707,0.35076386178548,2.08509429149117,5.33333333333333,0.906610295808507,-1.18753996348727
19,Female,A-level (or equivalent),White,6,Brexit Party,"I was not eligible to vote, but would have voted Leave",0,1,0,1,1,1,1,0,0,1,0,0,5,5,4,3,4,2,4,3,2,NA,1,1,3,1,1,2,3,1,1,2,2,2,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,0.460547865513442,-0.247447914764378,-0.266041503411797,0.35076386178548,-0.61273521267665,4.66666666666667,0.00577532133344975,-0.096426897643124
24,Male,A-level (or equivalent),White,4,Conservative Party,I voted Leave,0,1,1,1,0,1,1,0,0,0,0,0,6,6,6,5,5,5,1,1,1,NA,3,3,3,0,0,3,5,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,NA,control,United Kingdom,United Kingdom,White,-0.40609045973784896,-0.476248804454124,1.6137917861682,1.88513304419888,0.35076386178548,2.08509429149117,6,2.6806920328248,-2.61545448327188
31,Female,"Undergraduate degree (e.g., BA)",White,4,SNP,I voted Remain,0,0,1,1,0,1,1,0,0,0,0,0,2,4,2,3,4,3,3,3,3,NA,2,2,2,3,1,3,3,4,2,3,2,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.40609045973784896,-0.476248804454124,0.39131192602455,0.109008854862144,0.35076386178548,-0.61273521267665,2.66666666666667,0.411588730106231,-0.163023990239364
44,Female,A-level (or equivalent),White,5,Other party,I voted Remain,0,1,0,1,1,1,1,0,0,1,0,0,4,4,5,4,4,4,4,2,2,NA,3,1,3,1,1,3,2,2,2,4,3,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,0.460547865513442,0.514315159538784,0.439060660820015,-0.72988822364663,-0.61273521267665,4.33333333333333,1.2012493209256,-0.345794717072796
56,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,5,Green Party,I voted Remain,0,1,0,1,1,1,1,0,0,1,1,0,3,6,6,3,3,3,4,4,3,NA,3,3,3,2,2,3,4,4,2,2,2,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,1.2085476392682,1.6137917861682,-0.266041503411797,0.35076386178548,-0.61273521267665,5,0.174875760452895,0.440481649117151
49,Female,A-level (or equivalent),White,3,Labour,"I was eligible to vote, but did not",0,0,1,1,1,1,1,0,0,0,0,0,0,6,4,3,3,2,4,3,4,NA,3,3,3,2,0,3,4,3,2,2,2,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,1.6137917861682,0.141657406557449,-1.42222881648173,-0.61273521267665,3.33333333333333,-0.230445590547,0.470034789417302
57,Female,"Undergraduate degree (e.g., BA)",White,3,Green Party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,0,1,5,2,3,1,4,4,4,NA,2,2,3,3,2,2,1,2,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,0.542226157630451,-1.43269617716106,-0.72988822364663,-0.61273521267665,2,-0.927997656324309,0.75147380203735
30,Female,A-level (or equivalent),White,3,Conservative Party,"I was eligible to vote, but did not",0,1,0,1,0,1,1,0,0,0,1,0,0,1,5,3,4,4,2,3,2,NA,2,2,3,2,2,3,3,4,3,4,2,3,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-1.124857686528995,0.373599441351396,0.542226157630451,0.80645351844387,0.35076386178548,0.653457304943914,2,0.906610295808507,-0.840650458004401
72,Female,GCSE (or equivalent),White,3,Conservative Party,I voted Leave,0,0,0,1,0,1,1,0,0,0,0,0,3,5,5,3,5,4,3,2,2,NA,3,2,2,0,0,2,4,4,2,4,4,4,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,NA,NA,White,-1.124857686528995,-0.476248804454124,0.781125400458478,1.27888711087707,0.35076386178548,-0.61273521267665,4.33333333333333,1.3083047908542,-0.723456133636216
48,Female,GCSE (or equivalent),White,2,No party,I voted Leave,0,1,1,1,1,1,1,0,0,1,1,0,2,3,3,4,4,4,3,4,3,NA,1,1,1,1,1,0,4,4,3,4,4,4,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,1.2085476392682,-0.569873777763838,1.27888711087707,-0.72988822364663,0.653457304943914,2.66666666666667,1.2012493209256,0.0841065831950797
40,Female,"Undergraduate degree (e.g., BA)",White,3,No party,I voted Remain,0,1,0,0,0,1,1,0,0,0,0,0,2,6,6,3,3,3,3,3,3,NA,2,1,2,3,3,1,4,4,3,3,4,4,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-1.8625505167009841,-0.476248804454124,-0.012674512737052,0.841543428125356,0.35076386178548,-0.61273521267665,4.66666666666667,0.174875760452895,-0.163023990239364
21,Female,"Undergraduate degree (e.g., BA)",White,1,Labour,"I was not eligible to vote, but would have voted Remain",0,1,0,1,1,1,1,0,0,0,0,0,1,5,3,3,4,4,2,3,4,NA,2,3,2,2,1,3,2,4,1,2,2,2,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.476248804454124,0.810849997415703,-0.266041503411797,0.35076386178548,0.653457304943914,3,0.906610295808507,-0.229976772507822
56,Female,"Undergraduate degree (e.g., BA)",White,4,Labour,I voted Remain,0,1,1,1,1,1,1,0,1,0,1,0,1,2,2,1,2,2,3,3,3,NA,2,2,3,1,1,3,2,2,1,2,1,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,0.373599441351396,0.542226157630451,-0.266041503411797,0.35076386178548,-0.61273521267665,1.66666666666667,-0.934074901068862,-0.163023990239364
38,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,4,SNP,I voted Remain,0,1,0,0,1,1,1,0,0,0,0,0,0,4,4,1,4,2,4,4,4,NA,1,1,1,1,1,3,2,3,2,2,2,2,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-1.1438648097803985,-0.476248804454124,-0.569873777763838,-0.266041503411797,0.35076386178548,0.653457304943914,2.66666666666667,-0.359213311702064,0.75147380203735
41,Female,"Undergraduate degree (e.g., BA)",White,8,Labour,I voted Remain,0,1,1,1,1,0,1,0,0,1,1,0,4,6,5,1,3,2,4,4,4,NA,2,2,2,1,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,1.2085476392682,0.39131192602455,-1.43269617716106,0.35076386178548,-0.61273521267665,5,-0.635603532311199,0.75147380203735
31,Female,"Undergraduate degree (e.g., BA)",White,7,No party,I voted Leave,0,1,0,1,1,1,0,0,1,1,0,0,3,5,5,3,4,2,1,2,2,NA,2,2,2,1,1,2,2,4,2,4,4,3,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,NA,control,NA,United Kingdom,White,-0.34621092711436813,0.460547865513442,0.39131192602455,0.80645351844387,-1.49368278420392,0.653457304943914,4.33333333333333,0.00577532133344975,-1.72870802712963
33,Female,"Undergraduate degree (e.g., BA)",White,3,Labour,I voted Remain,0,1,0,1,1,1,1,0,0,0,0,0,5,6,6,3,4,3,2,3,2,NA,1,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.476248804454124,-0.40656918917133,-0.266041503411797,0.35076386178548,-0.61273521267665,5.66666666666667,0.411588730106231,-0.840650458004401
38,Female,GCSE (or equivalent),White,4,Conservative Party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,2,3,3,2,4,3,3,3,2,NA,1,1,1,1,0,2,3,4,2,4,2,3,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,-0.569873777763838,0.80645351844387,-0.72988822364663,-0.61273521267665,2.66666666666667,0.231678464004934,-0.443944911404698
67,Female,No formal education,White,3,Conservative Party,I voted Leave,0,0,0,1,1,1,1,0,0,1,1,0,3,6,4,3,4,4,4,3,3,NA,1,0,1,0,0,2,2,3,2,3,2,2,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,1.2085476392682,-1.03522129865336,0.109008854862144,-0.72988822364663,0.653457304943914,4.33333333333333,0.906610295808507,0.179364505373351
30,Female,"Undergraduate degree (e.g., BA)",White,5,Liberal Democrats,I voted Remain,0,1,1,1,0,1,1,0,0,0,0,0,4,5,5,2,2,2,3,2,3,NA,2,2,3,3,2,3,2,3,2,3,2,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.40609045973784896,-0.476248804454124,0.542226157630451,0.109008854862144,0.35076386178548,-0.61273521267665,4.66666666666667,-0.707567328547404,-0.415375455610038
22,Female,A-level (or equivalent),White,2,Green Party,I voted Remain,0,1,0,1,0,1,1,0,0,0,0,0,3,4,5,2,1,1,4,4,4,NA,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-1.124857686528995,-0.476248804454124,0.39131192602455,-1.43269617716106,0.35076386178548,-0.61273521267665,4,-1.57350052905171,0.75147380203735
20,Female,A-level (or equivalent),White,1,Labour,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,1,0,0,3,4,2,2,2,2,4,4,4,NA,2,1,3,1,0,2,2,2,1,2,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,0.460547865513442,0.13642880061627,-0.758820588623685,0.35076386178548,-0.61273521267665,3,-0.707567328547404,0.75147380203735
30,Female,A-level (or equivalent),White,4,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,3,6,3,4,4,4,3,2,2,NA,2,2,2,0,0,3,4,4,3,4,3,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,0.39131192602455,1.27888711087707,0.35076386178548,-0.61273521267665,4,1.2012493209256,-0.723456133636216
76,Female,"Undergraduate degree (e.g., BA)",White,2,Conservative Party,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,2,3,3,3,4,4,2,2,1,NA,2,2,2,0,0,1,3,4,4,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,0.39131192602455,-0.266041503411797,0.35076386178548,-0.61273521267665,2.66666666666667,0.906610295808507,-1.62101884099287
36,Female,"Undergraduate degree (e.g., BA)",White,8,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,2,6,4,3,3,3,4,3,4,NA,3,3,3,2,2,3,4,4,2,4,2,2,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,1.6137917861682,0.439060660820015,0.35076386178548,0.653457304943914,4,0.174875760452895,0.470034789417302
52,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,7,No party,I voted Remain,0,1,1,1,1,1,1,0,1,0,0,0,5,5,5,3,4,4,2,3,2,NA,0,0,2,2,2,3,4,4,2,3,3,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,-1.34535842401841,0.841543428125356,-0.72988822364663,-0.61273521267665,5,0.906610295808507,-0.840650458004401
43,Female,GCSE (or equivalent),White,4,Liberal Democrats,I voted Leave,0,1,0,1,1,1,1,0,0,0,0,0,1,6,3,4,4,4,2,2,2,NA,3,3,3,2,0,3,5,5,5,5,5,5,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.476248804454124,1.6137917861682,2.48638709001981,0.35076386178548,-0.61273521267665,3.33333333333333,1.2012493209256,-1.18753996348727
22,Female,A-level (or equivalent),White,3,No party,I voted Remain,0,0,1,1,1,1,0,0,0,0,0,0,2,4,3,2,3,3,4,4,4,NA,0,0,1,1,1,1,3,3,2,2,1,3,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,-1.60829096761465,0.141657406557449,0.35076386178548,0.0954693109573851,3,0.00112798586670993,0.75147380203735
37,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,4,Labour,"I was eligible to vote, but did not",0,1,0,1,1,1,1,0,0,1,0,0,1,4,3,2,2,3,5,4,4,NA,0,0,1,1,0,2,2,2,1,2,2,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,0.460547865513442,-1.60829096761465,-0.266041503411797,-1.33896920861413,1.43641623760841,2.66666666666667,-0.235395323329264,1.17064678122528
35,Female,GCSE (or equivalent),White,4,No party,"I was eligible to vote, but did not",0,1,0,1,1,1,1,0,0,0,0,0,5,5,5,3,2,2,3,3,3,NA,2,3,3,3,2,3,3,3,1,1,1,3,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.476248804454124,0.980948052732125,-0.227933101202266,-1.33896920861413,-0.61273521267665,5,-0.490582433502787,-0.163023990239364
38,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,4,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,4,6,4,2,2,2,4,4,4,NA,3,3,3,2,2,2,2,2,2,2,1,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,1.6137917861682,-0.266041503411797,0.35076386178548,-0.61273521267665,4.66666666666667,-0.707567328547404,0.75147380203735
28,Female,"Undergraduate degree (e.g., BA)",White,5,Labour,I voted Remain,0,1,0,1,1,1,1,0,0,0,0,0,6,6,6,2,4,2,4,4,3,NA,3,3,3,1,0,3,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.476248804454124,1.6137917861682,-1.43269617716106,0.35076386178548,0.653457304943914,6,-0.171076826370267,0.440481649117151
68,Female,GCSE (or equivalent),White,5,No party,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,3,3,3,4,4,4,3,3,3,NA,3,3,3,0,0,3,3,2,2,2,2,2,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,1.6137917861682,-0.266041503411797,0.35076386178548,-0.61273521267665,3,1.2012493209256,-0.163023990239364
60,Female,"Undergraduate degree (e.g., BA)",White,8,No party,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,3,4,5,3,4,3,3,3,2,NA,1,1,1,1,0,3,3,2,1,3,2,2,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,-0.569873777763838,0.109008854862144,0.35076386178548,-0.61273521267665,4,0.411588730106231,-0.443944911404698
20,Female,A-level (or equivalent),White,4,Green Party,"I was not eligible to vote, but would have voted Leave",0,1,1,1,1,1,1,0,0,0,0,0,3,4,4,1,4,3,4,4,4,NA,1,0,2,2,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,-0.858249332927297,-1.43269617716106,0.35076386178548,-0.61273521267665,3.66666666666667,0.0574725956046502,0.75147380203735
36,Female,GCSE (or equivalent),White,4,No party,"I was eligible to vote, but did not",0,1,0,1,1,1,1,0,0,0,0,0,2,2,4,3,3,3,3,3,3,NA,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.476248804454124,-0.40656918917133,-0.266041503411797,0.35076386178548,-0.61273521267665,2.66666666666667,0.174875760452895,-0.163023990239364
23,Female,"Undergraduate degree (e.g., BA)",White,2,No party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,1,5,4,4,4,4,2,2,2,NA,1,1,3,0,0,2,3,4,2,3,2,3,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,NA,control,France,United Kingdom,White,0.47841109568154694,-0.476248804454124,-0.247447914764378,0.469453458655334,0.35076386178548,0.653457304943914,3.33333333333333,1.2012493209256,-1.18753996348727
29,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,5,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,4,6,6,3,4,4,2,3,3,NA,2,2,3,1,0,3,3,3,1,2,1,2,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,0.542226157630451,-0.266041503411797,0.35076386178548,0.653457304943914,5.33333333333333,0.906610295808507,-0.515989718002722
36,Female,"Undergraduate degree (e.g., BA)",White,11,No party,I voted Remain,0,0,1,1,1,1,0,0,0,1,0,0,6,6,6,4,4,4,2,2,2,NA,1,1,3,0,0,3,4,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,0.460547865513442,-0.247447914764378,1.27888711087707,0.35076386178548,0.653457304943914,6,1.2012493209256,-1.18753996348727
47,Female,A-level (or equivalent),White,6,Conservative Party,I voted Leave,1,0,1,1,1,1,0,0,1,1,1,0,5,5,6,4,4,4,2,2,2,NA,1,1,2,0,0,2,4,4,2,4,3,4,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,1.2085476392682,-0.40656918917133,1.27888711087707,0.35076386178548,0.653457304943914,5.33333333333333,1.2012493209256,-1.18753996348727
44,Female,A-level (or equivalent),White,1,Conservative Party,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,1,6,3,3,4,3,3,3,3,NA,3,2,3,2,0,3,4,4,2,3,1,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,0.948385674243263,0.109008854862144,0.35076386178548,-0.61273521267665,3.33333333333333,0.411588730106231,-0.163023990239364
19,Female,A-level (or equivalent),White,4,No party,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,1,0,0,5,6,5,2,4,2,3,4,4,NA,1,0,2,3,2,2,2,2,2,2,2,2,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,0.460547865513442,-0.858249332927297,-0.266041503411797,-1.33896920861413,0.653457304943914,5.33333333333333,-0.171076826370267,0.368309484450557
56,Female,GCSE (or equivalent),White,4,Conservative Party,I voted Leave,0,1,0,1,1,1,1,0,0,0,0,0,3,5,5,3,4,4,2,3,2,NA,1,1,2,1,0,2,4,4,3,4,4,3,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.476248804454124,-0.40656918917133,0.80645351844387,0.35076386178548,0.653457304943914,4.33333333333333,0.906610295808507,-0.840650458004401
27,Female,A-level (or equivalent),White,3,Conservative Party,I voted Remain,0,1,1,1,1,1,1,0,0,1,1,0,5,6,6,3,4,4,3,3,3,NA,3,3,3,3,2,3,4,4,2,4,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,1.2085476392682,1.6137917861682,0.439060660820015,0.35076386178548,-0.61273521267665,5.66666666666667,0.906610295808507,-0.163023990239364
29,Female,"Undergraduate degree (e.g., BA)",White,4,Labour,I voted Leave,0,1,1,1,1,0,1,0,0,0,0,0,1,4,2,2,3,2,4,3,2,NA,1,2,3,1,0,2,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,NA,control,United Kingdom,United Kingdom,White,0.47841109568154694,-0.476248804454124,0.163641975699556,-0.266041503411797,0.35076386178548,0.653457304943914,2.33333333333333,-0.423893164514084,-0.096426897643124
37,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,9,No party,"I was not eligible to vote, but would have voted Remain",0,1,0,1,1,1,1,0,0,0,0,0,6,6,6,3,4,4,2,3,2,NA,1,1,1,3,3,2,3,4,3,4,2,2,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,NA,control,NA,United Kingdom,White,-0.34621092711436813,-0.476248804454124,-0.569873777763838,0.439060660820015,0.35076386178548,0.653457304943914,6,0.906610295808507,-0.840650458004401
